UNIQUE,ID,Name,Description,MEF-IC,mESC-nIC,RAW264.7-IC,mESC-IC,HL-1-IC,HL-1-RBDmap,Enzyme,Metabolism,"""Metabolic.Enzyme"""
Mrps15,ENSMUSG00000028861,Mrps15,mitochondrial ribosomal protein S15,no,no,YES,no,YES,no,FALSE,FALSE,FALSE
Mrps16,ENSMUSG00000049960,Mrps16,mitochondrial ribosomal protein S16,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Mrps17,ENSMUSG00000034211,Mrps17,mitochondrial ribosomal protein S17,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Mrps18c,ENSMUSG00000016833,Mrps18c,mitochondrial ribosomal protein S18C,no,no,no,YES,no,no,FALSE,FALSE,FALSE
Mrps2,ENSMUSG00000035772,Mrps2,mitochondrial ribosomal protein S2,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Mrps23,ENSMUSG00000023723;ENSMUSG00000098375,Mrps23,mitochondrial ribosomal protein S23,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Mrps25,ENSMUSG00000014551,Mrps25,mitochondrial ribosomal protein S25,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Mrps27,ENSMUSG00000041632,Mrps27,mitochondrial ribosomal protein S27,no,YES,no,YES,YES,no,FALSE,FALSE,FALSE
Mrps30,ENSMUSG00000021731,Mrps30,mitochondrial ribosomal protein S30,YES,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Mrps31,ENSMUSG00000031533,Mrps31,mitochondrial ribosomal protein S31,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Mrps35,ENSMUSG00000040112,Mrps35,mitochondrial ribosomal protein S35,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Mrps5,ENSMUSG00000027374,Mrps5,mitochondrial ribosomal protein S5,no,no,no,YES,YES,no,FALSE,FALSE,FALSE
Mrps7,ENSMUSG00000046756,Mrps7,mitchondrial ribosomal protein S7,no,no,YES,no,YES,no,FALSE,FALSE,FALSE
Mrps9,ENSMUSG00000060679,Mrps9,mitochondrial ribosomal protein S9,no,no,no,no,YES,YES,FALSE,FALSE,FALSE
Mrrf,ENSMUSG00000026887,Mrrf,mitochondrial ribosome recycling factor,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Mrto4,ENSMUSG00000028741,Mrto4,"mRNA turnover 4, ribosome maturation factor",no,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Mrvi1,ENSMUSG00000005611,Mrvi1,MRV integration site 1,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Msh2,ENSMUSG00000024151,Msh2,mutS homolog 2,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Msh6,ENSMUSG00000005370,Msh6,mutS homolog 6,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Msi1,ENSMUSG00000054256,Msi1,musashi RNA-binding protein 1,no,no,no,YES,no,no,FALSE,FALSE,FALSE
Msi2,ENSMUSG00000069769,Msi2,musashi RNA-binding protein 2,YES,no,YES,YES,YES,YES,FALSE,FALSE,FALSE
Msn,ENSMUSG00000031207,Msn,moesin,no,YES,YES,no,YES,YES,FALSE,FALSE,FALSE
Msr1,ENSMUSG00000025044,Msr1,macrophage scavenger receptor 1,no,no,YES,no,no,no,FALSE,FALSE,FALSE
mt-Co2,ENSMUSG00000064354,mt-Co2,mitochondrially encoded cytochrome c oxidase II,no,no,no,no,YES,no,FALSE,FALSE,TRUE
Mt1,ENSMUSG00000031765,Mt1,metallothionein 1,no,no,no,no,no,YES,FALSE,TRUE,FALSE
Mta1,ENSMUSG00000021144,Mta1,metastasis associated 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Mtbp,ENSMUSG00000022369,Mtbp,"Mdm2, transformed 3T3 cell double minute p53 binding protein",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Mtdh,ENSMUSG00000022255,Mtdh,metadherin,YES,no,YES,YES,YES,YES,FALSE,FALSE,FALSE
Mthfd1l,ENSMUSG00000040675,Mthfd1l,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like,no,YES,no,no,no,no,TRUE,TRUE,TRUE
Mthfd2,ENSMUSG00000005667,Mthfd2,"methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase",no,YES,no,no,no,no,TRUE,TRUE,TRUE
Mthfsd,ENSMUSG00000031816,Mthfsd,methenyltetrahydrofolate synthetase domain containing,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Mtif2,ENSMUSG00000020459,Mtif2,mitochondrial translational initiation factor 2,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Mtpap,ENSMUSG00000024234,Mtpap,mitochondrial poly(A) polymerase,no,no,no,YES,no,no,TRUE,FALSE,FALSE
Myadm,ENSMUSG00000068566,Myadm,myeloid-associated differentiation marker,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Mybbp1a,ENSMUSG00000040463,Mybbp1a,MYB binding protein (P160) 1a,YES,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
Mybpc3,ENSMUSG00000002100,Mybpc3,"myosin binding protein C, cardiac",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Mycn,ENSMUSG00000037169,Mycn,"v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Myef2,ENSMUSG00000027201,Myef2,"myelin basic protein expression factor 2, repressor",YES,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
Myh10,ENSMUSG00000020900,Myh10,"myosin, heavy polypeptide 10, non-muscle",no,YES,no,no,YES,no,FALSE,FALSE,FALSE
Myh6,ENSMUSG00000040752,Myh6,"myosin, heavy polypeptide 6, cardiac muscle, alpha",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Myh9,ENSMUSG00000022443,Myh9,"myosin, heavy polypeptide 9, non-muscle",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Myl12b,ENSMUSG00000034868,Myl12b,"myosin, light chain 12B, regulatory",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Myl4,ENSMUSG00000061086,Myl4,"myosin, light polypeptide 4",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Myl6,ENSMUSG00000090841,Myl6,"myosin, light polypeptide 6, alkali, smooth muscle and non-muscle",no,no,YES,no,no,no,FALSE,FALSE,FALSE
Mylk,ENSMUSG00000022836,Mylk,"myosin, light polypeptide kinase",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Myo18a,ENSMUSG00000000631,Myo18a,myosin XVIIIA,no,no,no,no,YES,YES,FALSE,FALSE,FALSE
Myo5a,ENSMUSG00000034593,Myo5a,myosin VA,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Myof,ENSMUSG00000048612,Myof,myoferlin,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Myom1,ENSMUSG00000024049,Myom1,myomesin 1,no,no,no,no,YES,no,FALSE,FALSE,FALSE
N4bp2,ENSMUSG00000037795,N4bp2,NEDD4 binding protein 2,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Naa15,ENSMUSG00000063273,Naa15,"N(alpha)-acetyltransferase 15, NatA auxiliary subunit",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Naa50,ENSMUSG00000022698,Naa50,"N(alpha)-acetyltransferase 50, NatE catalytic subunit",no,no,YES,no,no,no,FALSE,FALSE,FALSE
Naca,ENSMUSG00000061315,Naca,nascent polypeptide-associated complex alpha polypeptide,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Nap1l1,ENSMUSG00000058799,Nap1l1,nucleosome assembly protein 1-like 1,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Nap1l4,ENSMUSG00000059119,Nap1l4,nucleosome assembly protein 1-like 4,no,no,YES,no,YES,no,FALSE,FALSE,FALSE
Nasp,ENSMUSG00000028693,Nasp,nuclear autoantigenic sperm protein (histone-binding),no,YES,YES,YES,no,no,FALSE,FALSE,FALSE
Nat10,ENSMUSG00000027185,Nat10,N-acetyltransferase 10,no,YES,no,YES,no,no,FALSE,FALSE,FALSE
Ncbp1,ENSMUSG00000028330,Ncbp1,nuclear cap binding protein subunit 1,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Ncbp2,ENSMUSG00000022774,Ncbp2,nuclear cap binding protein subunit 2,no,YES,YES,no,no,no,FALSE,FALSE,FALSE
Ncbp3,ENSMUSG00000020783,Ncbp3,nuclear cap binding subunit 3,no,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Nceh1,ENSMUSG00000027698,Nceh1,neutral cholesterol ester hydrolase 1,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Nckap1,ENSMUSG00000027002,Nckap1,NCK-associated protein 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Ncl,ENSMUSG00000026234,Ncl,nucleolin,YES,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
Ncln,ENSMUSG00000020238,Ncln,nicalin,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Ncoa5,ENSMUSG00000039804,Ncoa5,nuclear receptor coactivator 5,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Ncor2,ENSMUSG00000029478,Ncor2,nuclear receptor co-repressor 2,no,no,no,no,no,YES,FALSE,TRUE,FALSE
Ndc1,ENSMUSG00000028614,Ndc1,NDC1 transmembrane nucleoporin,no,YES,no,no,no,no,FALSE,TRUE,FALSE
Ndc80,ENSMUSG00000024056,Ndc80,NDC80 kinetochore complex component,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Ndrg2,ENSMUSG00000004558,Ndrg2,N-myc downstream regulated gene 2,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Ndrg4,ENSMUSG00000036564,Ndrg4,N-myc downstream regulated gene 4,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Ndufa10,ENSMUSG00000026260,Ndufa10,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 10,no,YES,no,no,no,no,FALSE,TRUE,TRUE
Ndufa12,ENSMUSG00000020022,Ndufa12,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 12",no,YES,no,no,no,no,FALSE,TRUE,TRUE
Ndufa4,ENSMUSG00000029632,Ndufa4,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4",no,YES,no,no,YES,no,FALSE,FALSE,TRUE
Ndufa6,ENSMUSG00000022450,Ndufa6,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6 (B14)",no,YES,no,no,no,no,FALSE,TRUE,TRUE
Ndufa7,ENSMUSG00000041881,Ndufa7,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 7 (B14.5a)",no,YES,no,no,no,no,FALSE,TRUE,TRUE
Ndufa9,ENSMUSG00000000399,Ndufa9,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9",no,YES,no,no,YES,no,FALSE,TRUE,TRUE
Ndufs1,ENSMUSG00000025968,Ndufs1,NADH dehydrogenase (ubiquinone) Fe-S protein 1,no,YES,no,no,no,no,TRUE,TRUE,TRUE
Ndufs3,ENSMUSG00000005510;ENSMUSG00000111727,Ndufs3,NADH dehydrogenase (ubiquinone) Fe-S protein 3,no,YES,no,no,no,no,TRUE,TRUE,TRUE
Ndufv3,ENSMUSG00000024038,Ndufv3,NADH dehydrogenase (ubiquinone) flavoprotein 3,no,YES,no,no,no,no,FALSE,TRUE,TRUE
Nedd4,ENSMUSG00000032216,Nedd4,"neural precursor cell expressed, developmentally down-regulated 4",no,no,no,no,YES,no,TRUE,FALSE,FALSE
Neil3,ENSMUSG00000039396,Neil3,nei like 3 (E. coli),no,no,no,no,YES,no,TRUE,FALSE,FALSE
Nemf,ENSMUSG00000020982,Nemf,nuclear export mediator factor,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Nes,ENSMUSG00000004891,Nes,nestin,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Nfib,ENSMUSG00000008575,Nfib,nuclear factor I/B,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Nfrkb,ENSMUSG00000042185,Nfrkb,nuclear factor related to kappa B binding protein,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Nfx1,ENSMUSG00000028423,Nfx1,"nuclear transcription factor, X-box binding 1",no,no,YES,no,YES,no,FALSE,FALSE,FALSE
Nfxl1,ENSMUSG00000072889,Nfxl1,"nuclear transcription factor, X-box binding-like 1",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Ngdn,ENSMUSG00000022204,Ngdn,"neuroguidin, EIF4E binding protein",no,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Ngrn,ENSMUSG00000047084,Ngrn,"neugrin, neurite outgrowth associated",no,no,YES,no,YES,no,FALSE,FALSE,FALSE
Nhp2,ENSMUSG00000001056,Nhp2,NHP2 ribonucleoprotein,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Nhp2l1,ENSMUSG00000063480,Nhp2l1,NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae),no,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Nifk,ENSMUSG00000026377,Nifk,nucleolar protein interacting with the FHA domain of MKI67,YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Nip7,ENSMUSG00000031917,Nip7,"NIP7, nucleolar pre-rRNA processing protein",no,no,no,YES,no,no,FALSE,FALSE,FALSE
Nipbl,ENSMUSG00000022141,Nipbl,Nipped-B homolog (Drosophila),no,YES,no,no,no,no,FALSE,FALSE,FALSE
Nkap,ENSMUSG00000016409,Nkap,NFKB activating protein,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Nkrf,ENSMUSG00000044149,Nkrf,NF-kappaB repressing factor,no,no,YES,no,YES,no,FALSE,FALSE,FALSE
Nlrp2,ENSMUSG00000035177,Nlrp2,"NLR family, pyrin domain containing 2",YES,no,no,no,no,no,FALSE,FALSE,FALSE
Nmd3,ENSMUSG00000027787,Nmd3,NMD3 ribosome export adaptor,no,no,no,YES,no,no,FALSE,FALSE,FALSE
Nme1,ENSMUSG00000037601,Nme1,NME/NM23 nucleoside diphosphate kinase 1,no,no,YES,no,no,YES,TRUE,TRUE,TRUE
Nmt1,ENSMUSG00000020936,Nmt1,N-myristoyltransferase 1,no,no,YES,YES,YES,no,TRUE,FALSE,FALSE
Nnt,ENSMUSG00000025453,Nnt,nicotinamide nucleotide transhydrogenase,no,YES,no,no,no,no,FALSE,TRUE,FALSE
Noa1,ENSMUSG00000036285,Noa1,nitric oxide associated 1,no,no,no,YES,YES,no,FALSE,FALSE,FALSE
Noc2l,ENSMUSG00000095567,Noc2l,NOC2 like nucleolar associated transcriptional repressor,no,YES,no,no,YES,no,FALSE,FALSE,FALSE
Noc3l,ENSMUSG00000024999,Noc3l,NOC3 like DNA replication regulator,no,no,no,YES,no,no,FALSE,FALSE,FALSE
Nol10,ENSMUSG00000061458,Nol10,nucleolar protein 10,no,no,no,YES,YES,no,FALSE,FALSE,FALSE
Nol11,ENSMUSG00000018433,Nol11,nucleolar protein 11,no,YES,no,YES,YES,no,FALSE,FALSE,FALSE
Nol6,ENSMUSG00000028430,Nol6,nucleolar protein family 6 (RNA-associated),no,YES,no,YES,YES,no,FALSE,FALSE,FALSE
Nol7,ENSMUSG00000063200,Nol7,nucleolar protein 7,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Nol8,ENSMUSG00000021392,Nol8,nucleolar protein 8,no,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Nolc1,ENSMUSG00000015176,Nolc1,nucleolar and coiled-body phosphoprotein 1,no,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Nom1,ENSMUSG00000001569,Nom1,nucleolar protein with MIF4G domain 1,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Nomo1,ENSMUSG00000030835,Nomo1,nodal modulator 1,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Nono,ENSMUSG00000031311,Nono,"non-POU-domain-containing, octamer binding protein",YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Nop14,ENSMUSG00000036693,Nop14,NOP14 nucleolar protein,no,no,YES,no,YES,no,FALSE,FALSE,FALSE
Nop16,ENSMUSG00000025869,Nop16,NOP16 nucleolar protein,no,no,YES,YES,no,no,FALSE,FALSE,FALSE
Nop2,ENSMUSG00000038279,Nop2,NOP2 nucleolar protein,no,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Nop56,ENSMUSG00000027405,Nop56,NOP56 ribonucleoprotein,YES,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Nop58,ENSMUSG00000026020,Nop58,NOP58 ribonucleoprotein,YES,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Nop9,ENSMUSG00000019297,Nop9,NOP9 nucleolar protein,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Nosip,ENSMUSG00000003421,Nosip,nitric oxide synthase interacting protein,no,no,YES,no,no,no,TRUE,TRUE,TRUE
Nova1,ENSMUSG00000021047,Nova1,neuro-oncological ventral antigen 1,no,no,no,YES,YES,no,FALSE,FALSE,FALSE
Nova2,ENSMUSG00000030411,Nova2,neuro-oncological ventral antigen 2,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Npm1,ENSMUSG00000057113,Npm1,nucleophosmin 1,YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Npm3,ENSMUSG00000056209,Npm3,nucleoplasmin 3,YES,no,YES,YES,no,no,FALSE,FALSE,FALSE
Nsa2,ENSMUSG00000060739,Nsa2,NSA2 ribosome biogenesis homolog,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Nsd1,ENSMUSG00000021488,Nsd1,nuclear receptor-binding SET-domain protein 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Nsfl1c,ENSMUSG00000027455,Nsfl1c,NSFL1 (p97) cofactor (p47),no,no,no,no,no,YES,FALSE,FALSE,FALSE
Nsun2,ENSMUSG00000021595,Nsun2,NOL1/NOP2/Sun domain family member 2,YES,YES,YES,YES,YES,no,TRUE,FALSE,FALSE
Nsun4,ENSMUSG00000028706,Nsun4,"NOL1/NOP2/Sun domain family, member 4",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Nsun5,ENSMUSG00000000916,Nsun5,"NOL1/NOP2/Sun domain family, member 5",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Nt5dc2,ENSMUSG00000071547,Nt5dc2,5'-nucleotidase domain containing 2,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Ntng2,ENSMUSG00000035513,Ntng2,netrin G2,YES,no,no,no,no,no,FALSE,FALSE,FALSE
Ntpcr,ENSMUSG00000031851,Ntpcr,"nucleoside-triphosphatase, cancer-related",no,no,no,no,YES,no,TRUE,FALSE,FALSE
Nucb1,ENSMUSG00000030824,Nucb1,nucleobindin 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Nucks1,ENSMUSG00000026434,Nucks1,nuclear casein kinase and cyclin-dependent kinase substrate 1,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Nudc,ENSMUSG00000028851,Nudc,nudC nuclear distribution protein,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Nudt16l1,ENSMUSG00000022516,Nudt16l1,nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Nudt21,ENSMUSG00000031754,Nudt21,nudix (nucleoside diphosphate linked moiety X)-type motif 21,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Nufip2,ENSMUSG00000037857,Nufip2,nuclear fragile X mental retardation protein interacting protein 2,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Numa1,ENSMUSG00000066306,Numa1,nuclear mitotic apparatus protein 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Nup153,ENSMUSG00000021374,Nup153,nucleoporin 153,no,YES,no,no,no,no,FALSE,TRUE,FALSE
Nup155,ENSMUSG00000022142,Nup155,nucleoporin 155,no,YES,no,no,YES,no,FALSE,TRUE,FALSE
Nup160,ENSMUSG00000051329,Nup160,nucleoporin 160,no,YES,no,no,no,no,FALSE,TRUE,FALSE
Nup205,ENSMUSG00000038759,Nup205,nucleoporin 205,no,YES,no,no,no,no,FALSE,TRUE,FALSE
Nup210,ENSMUSG00000030091,Nup210,nucleoporin 210,no,YES,no,no,no,no,FALSE,TRUE,FALSE
Nup50,ENSMUSG00000016619,Nup50,nucleoporin 50,no,YES,no,no,no,no,FALSE,TRUE,FALSE
Nup54,ENSMUSG00000034826,Nup54,nucleoporin 54,no,YES,no,no,no,no,FALSE,TRUE,FALSE
Nup85,ENSMUSG00000020739,Nup85,nucleoporin 85,no,YES,no,no,no,no,FALSE,TRUE,FALSE
Nup88,ENSMUSG00000040667,Nup88,nucleoporin 88,no,YES,no,no,no,no,FALSE,TRUE,FALSE
Nup93,ENSMUSG00000032939,Nup93,nucleoporin 93,no,YES,no,no,no,no,FALSE,TRUE,FALSE
Nup98,ENSMUSG00000063550,Nup98,nucleoporin 98,no,YES,no,no,no,no,FALSE,TRUE,FALSE
Nupl2,ENSMUSG00000048439,Nupl2,nucleoporin like 2,no,no,no,no,YES,no,FALSE,TRUE,FALSE
Nusap1,ENSMUSG00000027306,Nusap1,nucleolar and spindle associated protein 1,no,no,YES,YES,no,no,FALSE,FALSE,FALSE
Nvl,ENSMUSG00000026516,Nvl,nuclear VCP-like,no,no,YES,YES,no,no,FALSE,FALSE,FALSE
Nxf1,ENSMUSG00000010097,Nxf1,nuclear RNA export factor 1,no,YES,no,YES,YES,no,FALSE,FALSE,FALSE
Nxf7,ENSMUSG00000031410,Nxf7,nuclear RNA export factor 7,no,no,no,no,YES,YES,FALSE,FALSE,FALSE
Oas3,ENSMUSG00000032661,Oas3,2'-5' oligoadenylate synthetase 3,no,no,YES,no,no,no,TRUE,FALSE,FALSE
Obscn,ENSMUSG00000061462,Obscn,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Obsl1,ENSMUSG00000026211,Obsl1,obscurin-like 1,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Ociad1,ENSMUSG00000029152,Ociad1,OCIA domain containing 1,no,YES,no,no,no,YES,FALSE,FALSE,FALSE
Odf2,ENSMUSG00000026790,Odf2,outer dense fiber of sperm tails 2,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Ogdh,ENSMUSG00000020456,Ogdh,oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide),no,YES,no,no,YES,no,TRUE,TRUE,TRUE
Ola1,ENSMUSG00000027108,Ola1,Obg-like ATPase 1,no,no,no,YES,no,no,FALSE,FALSE,FALSE
Orc1,ENSMUSG00000028587,Orc1,"origin recognition complex, subunit 1",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Orc2,ENSMUSG00000026037,Orc2,"origin recognition complex, subunit 2",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Orc3,ENSMUSG00000040044,Orc3,"origin recognition complex, subunit 3",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Otud4,ENSMUSG00000036990,Otud4,OTU domain containing 4,no,no,YES,no,YES,no,TRUE,FALSE,FALSE
Oxct1,ENSMUSG00000022186,Oxct1,3-oxoacid CoA transferase 1,no,no,no,no,YES,no,TRUE,TRUE,TRUE
P4hb,ENSMUSG00000025130,P4hb,"prolyl 4-hydroxylase, beta polypeptide",YES,no,YES,no,no,YES,TRUE,TRUE,TRUE
Pa2g4,ENSMUSG00000025364,Pa2g4,proliferation-associated 2G4,YES,no,YES,YES,YES,YES,FALSE,FALSE,FALSE
Pabpc1,ENSMUSG00000022283,Pabpc1,"poly(A) binding protein, cytoplasmic 1",YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Pabpc1l,ENSMUSG00000054582,Pabpc1l,"poly(A) binding protein, cytoplasmic 1-like",no,no,YES,no,no,no,FALSE,FALSE,FALSE
Pabpc4,ENSMUSG00000011257,Pabpc4,"poly(A) binding protein, cytoplasmic 4",YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Pabpc5,ENSMUSG00000034732,Pabpc5,"poly(A) binding protein, cytoplasmic 5",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Pabpc6,ENSMUSG00000046173,Pabpc6,"poly(A) binding protein, cytoplasmic 6",no,no,YES,no,no,no,FALSE,FALSE,FALSE
Pabpn1,ENSMUSG00000022194,Pabpn1,"poly(A) binding protein, nuclear 1",YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Pacsin2,ENSMUSG00000016664,Pacsin2,protein kinase C and casein kinase substrate in neurons 2,no,YES,no,no,YES,no,FALSE,FALSE,FALSE
Pafah1b1,ENSMUSG00000020745,Pafah1b1,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Pak1ip1,ENSMUSG00000038683,Pak1ip1,PAK1 interacting protein 1,no,no,YES,YES,no,no,FALSE,FALSE,FALSE
Pan2,ENSMUSG00000005682,Pan2,PAN2 poly(A) specific ribonuclease subunit,no,no,no,no,YES,no,TRUE,FALSE,FALSE
Papd5,ENSMUSG00000036779,Papd5,PAP associated domain containing 5,no,YES,no,no,YES,no,FALSE,FALSE,FALSE
Parg,ENSMUSG00000021911,Parg,poly (ADP-ribose) glycohydrolase,no,no,no,no,YES,no,TRUE,FALSE,FALSE
Park7,ENSMUSG00000028964,Park7,"Parkinson disease (autosomal recessive, early onset) 7",no,no,no,no,no,YES,TRUE,FALSE,TRUE
Parp1,ENSMUSG00000026496,Parp1,"poly (ADP-ribose) polymerase family, member 1",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Parp12,ENSMUSG00000038507,Parp12,"poly (ADP-ribose) polymerase family, member 12",YES,no,YES,no,YES,no,TRUE,FALSE,FALSE
Patl1,ENSMUSG00000046139,Patl1,protein associated with topoisomerase II homolog 1 (yeast),no,no,no,no,YES,no,FALSE,FALSE,FALSE
Patz1,ENSMUSG00000020453,Patz1,POZ (BTB) and AT hook containing zinc finger 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Pbrm1,ENSMUSG00000042323,Pbrm1,polybromo 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Pcbp1,ENSMUSG00000051695,Pcbp1,poly(rC) binding protein 1,YES,no,YES,YES,YES,YES,FALSE,FALSE,FALSE
Pcbp2,ENSMUSG00000056851,Pcbp2,poly(rC) binding protein 2,YES,no,YES,YES,no,YES,FALSE,FALSE,FALSE
Pcbp3,ENSMUSG00000001120,Pcbp3,poly(rC) binding protein 3,no,no,no,YES,YES,no,FALSE,FALSE,FALSE
Pcbp4,ENSMUSG00000023495,Pcbp4,poly(rC) binding protein 4,no,no,no,YES,YES,no,FALSE,FALSE,FALSE
Pced1b,ENSMUSG00000044250,Pced1b,PC-esterase domain containing 1B,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Pcgf1,ENSMUSG00000069678,Pcgf1,polycomb group ring finger 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Pcgf2,ENSMUSG00000018537,Pcgf2,polycomb group ring finger 2,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Pcid2,ENSMUSG00000038542,Pcid2,PCI domain containing 2,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Pcnp,ENSMUSG00000071533,Pcnp,PEST proteolytic signal containing nuclear protein,no,no,YES,no,no,YES,FALSE,FALSE,FALSE
Pdap1,ENSMUSG00000029623,Pdap1,PDGFA associated protein 1,no,no,YES,no,no,YES,FALSE,FALSE,FALSE
Pdcd11,ENSMUSG00000025047,Pdcd11,programmed cell death 11,YES,no,YES,YES,YES,no,FALSE,FALSE,FALSE
