GeneID,TrnID,PepID,GeneName,GeneFamily,UniProtKB_ID,UniProtKB_Gene_Name
ENSG00000125952,ENST00000358664,ENSP00000351490,MAX,bHLH,P61244,MAX_HUMAN
ENSG00000103495,ENST00000322945,ENSP00000313362,MAZ,zf-C2H2,P56270,MAZ_HUMAN
ENSG00000141644,ENST00000269468,ENSP00000269468,MBD1,MBD,Q9UIS9,MBD1_HUMAN
ENSG00000134046,ENST00000256429,ENSP00000256429,MBD2,MBD,Q9UBB5,MBD2_HUMAN
ENSG00000071655,ENST00000434436,ENSP00000412302,MBD3,MBD,O95983,MBD3_HUMAN
ENSG00000129071,ENST00000429544,ENSP00000394080,MBD4,MBD,O95243,MBD4_HUMAN
ENSG00000085276,ENST00000651503,ENSP00000498411,MECOM,zf-C2H2,Q03112,MECOM_HUMAN
ENSG00000169057,ENST00000453960,ENSP00000395535,MECP2,MBD,P51608,MECP2_HUMAN
ENSG00000068305,ENST00000557942,ENSP00000453095,MEF2A,SRF,Q02078,MEF2A_HUMAN
ENSG00000213999,ENST00000424583,ENSP00000402154,MEF2B,SRF,Q02080,MEF2B_HUMAN
ENSG00000081189,ENST00000504921,ENSP00000421925,MEF2C,SRF,Q06413,MEF2C_HUMAN
ENSG00000116604,ENST00000348159,ENSP00000271555,MEF2D,SRF,Q14814,MEF2D_HUMAN
ENSG00000237452,ENST00000457052,ENSP00000402674,MEIOSIN,HMG,C9JSJ3,MEIOS_HUMAN
ENSG00000143995,ENST00000272369,ENSP00000272369,MEIS1,Homeobox,O00470,MEIS1_HUMAN
ENSG00000134138,ENST00000561208,ENSP00000453793,MEIS2,Homeobox,O14770,MEIS2_HUMAN
ENSG00000105419,ENST00000558555,ENSP00000454073,MEIS3,Homeobox,Q99687,MEIS3_HUMAN
ENSG00000005102,ENST00000318579,ENSP00000321684,MEOX1,Homeobox,P50221,MEOX1_HUMAN
ENSG00000106511,ENST00000262041,ENSP00000262041,MEOX2,Homeobox,P50222,MEOX2_HUMAN
ENSG00000166823,ENST00000300057,ENSP00000300057,MESP1,bHLH,Q9BRJ9,MESP1_HUMAN
ENSG00000188095,ENST00000341735,ENSP00000342392,MESP2,bHLH,Q0VG99,MESP2_HUMAN
ENSG00000174197,ENST00000219905,ENSP00000219905,MGA,T-box,Q8IWI9,MGA_HUMAN
ENSG00000156030,ENST00000423556,ENSP00000407767,MIDEAS,TF_others,Q6PJG2,MDEAS_HUMAN
ENSG00000198160,ENST00000401041,ENSP00000383820,MIER1,MYB,Q8N108,MIER1_HUMAN
ENSG00000155545,ENST00000381199,ENSP00000370596,MIER3,MYB,Q7Z3K6,MIER3_HUMAN
ENSG00000129534,ENST00000310806,ENSP00000309790,MIS18BP1,MYB,Q6P0N0,M18BP_HUMAN
ENSG00000187098,ENST00000352241,ENSP00000295600,MITF,bHLH,O75030,MITF_HUMAN
ENSG00000185155,ENST00000366810,ENSP00000355775,MIXL1,Homeobox,Q9H2W2,MIXL1_HUMAN
ENSG00000150051,ENST00000419761,ENSP00000400896,MKX,Homeobox,Q8IYA7,MKX_HUMAN
ENSG00000078403,ENST00000307729,ENSP00000307411,MLLT10,TF_others,P55197,AF10_HUMAN
ENSG00000108788,ENST00000435881,ENSP00000416627,MLX,bHLH,Q9UH92,MLX_HUMAN
ENSG00000175727,ENST00000319080,ENSP00000312834,MLXIP,bHLH,Q9HAP2,MLXIP_HUMAN
ENSG00000009950,ENST00000313375,ENSP00000320886,MLXIPL,bHLH,Q9NP71,MLXPL_HUMAN
ENSG00000070444,ENST00000174618,ENSP00000174618,MNT,bHLH,Q99583,MNT_HUMAN
ENSG00000130675,ENST00000252971,ENSP00000252971,MNX1,Homeobox,P50219,MNX1_HUMAN
ENSG00000178860,ENST00000325509,ENSP00000321445,MSC,bHLH,O60682,MUSC_HUMAN
ENSG00000151379,ENST00000281047,ENSP00000281047,MSGN1,bHLH,A6NI15,MSGN1_HUMAN
ENSG00000163132,ENST00000382723,ENSP00000372170,MSX1,Homeobox,P28360,MSX1_HUMAN
ENSG00000120149,ENST00000239243,ENSP00000239243,MSX2,Homeobox,P35548,MSX2_HUMAN
ENSG00000182979,ENST00000331320,ENSP00000333633,MTA1,zf-GATA,Q13330,MTA1_HUMAN
ENSG00000149480,ENST00000278823,ENSP00000278823,MTA2,zf-GATA,O94776,MTA2_HUMAN
ENSG00000057935,ENST00000405094,ENSP00000385823,MTA3,zf-GATA,Q9BTC8,MTA3_HUMAN
ENSG00000188786,ENST00000373036,ENSP00000362127,MTF1,zf-C2H2,Q14872,MYT1_HUMAN
ENSG00000059728,ENST00000264444,ENSP00000264444,MXD1,bHLH,Q05195,MAD1_HUMAN
ENSG00000213347,ENST00000439742,ENSP00000401867,MXD3,bHLH,Q9BW11,MAD3_HUMAN
ENSG00000123933,ENST00000337190,ENSP00000337889,MXD4,bHLH,Q14582,MAD4_HUMAN
ENSG00000119950,ENST00000332674,ENSP00000331152,MXI1,bHLH,P50539,MXI1_HUMAN
ENSG00000118513,ENST00000341911,ENSP00000339992,MYB,MYB,P10242,MYB_HUMAN
ENSG00000185697,ENST00000522677,ENSP00000429633,MYBL1,MYB,P10243,MYBA_HUMAN
ENSG00000101057,ENST00000217026,ENSP00000217026,MYBL2,MYB,P10244,MYBB_HUMAN
ENSG00000136997,ENST00000621592,ENSP00000478887,MYC,bHLH,P01106,MYC_HUMAN
ENSG00000116990,ENST00000372816,ENSP00000361903,MYCL,bHLH,P12524,MYCL_HUMAN
ENSG00000134323,ENST00000281043,ENSP00000281043,MYCN,bHLH,P04198,MYCN_HUMAN
ENSG00000104177,ENST00000324324,ENSP00000316950,MYEF2,TF_others,Q9P2K5,MYEF2_HUMAN
ENSG00000111049,ENST00000228644,ENSP00000228644,MYF5,bHLH,P13349,MYF5_HUMAN
ENSG00000111046,ENST00000228641,ENSP00000228641,MYF6,bHLH,P23409,MYF6_HUMAN
ENSG00000085274,ENST00000349841,ENSP00000326240,MYNN,ZBTB,Q9NPC7,MYNN_HUMAN
ENSG00000129152,ENST00000250003,ENSP00000250003,MYOD1,bHLH,P15172,MYOD1_HUMAN
ENSG00000122180,ENST00000241651,ENSP00000241651,MYOG,bHLH,P15173,MYOG_HUMAN
ENSG00000124920,ENST00000278836,ENSP00000278836,MYRF,NDT80/PhoG,Q9Y2G1,MYRF_HUMAN
ENSG00000166268,ENST00000552032,ENSP00000448753,MYRFL,NDT80/PhoG,Q96LU7,MRFL_HUMAN
ENSG00000162601,ENST00000472487,ENSP00000418734,MYSM1,MYB,Q5VVJ2,MYSM1_HUMAN
ENSG00000196132,ENST00000328439,ENSP00000327465,MYT1,zf-C2HC,Q01538,MYT1_HUMAN
ENSG00000186487,ENST00000647738,ENSP00000497479,MYT1L,zf-C2HC,Q9UL68,MYT1L_HUMAN
ENSG00000099326,ENST00000215057,ENSP00000215057,MZF1,zf-C2H2,P28698,MZF1_HUMAN
ENSG00000111704,ENST00000229307,ENSP00000229307,NANOG,Homeobox,Q9H9S0,NANOG_HUMAN
ENSG00000205857,ENST00000382119,ENSP00000371553,NANOGNB,Homeobox,Q7Z5D8,NANGN_HUMAN
ENSG00000255192,ENST00000528386,ENSP00000487073,NANOGP8,Homeobox,Q6NSW7,NANP8_HUMAN
ENSG00000084676,ENST00000348332,ENSP00000320940,NCOA1,bHLH,Q15788,NCOA1_HUMAN
ENSG00000141027,ENST00000268712,ENSP00000268712,NCOR1,MYB,O75376,NCOR1_HUMAN
ENSG00000196498,ENST00000405201,ENSP00000384018,NCOR2,MYB,Q9Y618,NCOR2_HUMAN
ENSG00000162992,ENST00000295108,ENSP00000295108,NEUROD1,bHLH,Q13562,NDF1_HUMAN
ENSG00000171532,ENST00000302584,ENSP00000306754,NEUROD2,bHLH,Q15784,NDF2_HUMAN
ENSG00000123307,ENST00000242994,ENSP00000242994,NEUROD4,bHLH,Q9HD90,NDF4_HUMAN
ENSG00000164600,ENST00000297142,ENSP00000297142,NEUROD6,bHLH,Q96NK8,NDF6_HUMAN
ENSG00000181965,ENST00000314744,ENSP00000317580,NEUROG1,bHLH,Q92886,NGN1_HUMAN
ENSG00000178403,ENST00000313341,ENSP00000317333,NEUROG2,bHLH,Q9H2A3,NGN2_HUMAN
ENSG00000122859,ENST00000242462,ENSP00000242462,NEUROG3,bHLH,Q9Y4Z2,NGN3_HUMAN
ENSG00000102908,ENST00000349945,ENSP00000338806,NFAT5,RHD,O94916,NFAT5_HUMAN
ENSG00000131196,ENST00000427363,ENSP00000389377,NFATC1,RHD,O95644,NFAC1_HUMAN
ENSG00000101096,ENST00000371564,ENSP00000360619,NFATC2,RHD,Q13469,NFAC2_HUMAN
ENSG00000072736,ENST00000346183,ENSP00000300659,NFATC3,RHD,Q12968,NFAC3_HUMAN
ENSG00000100968,ENST00000250373,ENSP00000250373,NFATC4,RHD,Q14934,NFAC4_HUMAN
ENSG00000123405,ENST00000435572,ENSP00000397185,NFE2,TF_bZIP,Q16621,NFE2_HUMAN
ENSG00000082641,ENST00000362042,ENSP00000354855,NFE2L1,TF_bZIP,Q14494,NF2L1_HUMAN
ENSG00000116044,ENST00000397062,ENSP00000380252,NFE2L2,TF_bZIP,Q16236,NF2L2_HUMAN
ENSG00000050344,ENST00000056233,ENSP00000056233,NFE2L3,TF_bZIP,Q9Y4A8,NF2L3_HUMAN
ENSG00000162599,ENST00000403491,ENSP00000384523,NFIA,CTF/NFI,Q12857,NFIA_HUMAN
ENSG00000147862,ENST00000380953,ENSP00000370340,NFIB,CTF/NFI,O00712,NFIB_HUMAN
ENSG00000141905,ENST00000443272,ENSP00000396843,NFIC,CTF/NFI,P08651,NFIC_HUMAN
ENSG00000165030,ENST00000297689,ENSP00000297689,NFIL3,TF_bZIP,Q16649,NFIL3_HUMAN
ENSG00000008441,ENST00000592199,ENSP00000467512,NFIX,CTF/NFI,Q14938,NFIX_HUMAN
ENSG00000109320,ENST00000226574,ENSP00000226574,NFKB1,RHD,P19838,NFKB1_HUMAN
ENSG00000077150,ENST00000661543,ENSP00000499294,NFKB2,RHD,Q00653,NFKB2_HUMAN
ENSG00000170322,ENST00000682444,ENSP00000506850,NFRKB,TF_others,Q6P4R8,NFRKB_HUMAN
ENSG00000086102,ENST00000379540,ENSP00000368856,NFX1,zf-NF-X1,Q12986,NFX1_HUMAN
ENSG00000170448,ENST00000507489,ENSP00000422037,NFXL1,zf-NF-X1,Q6ZNB6,NFXL1_HUMAN
ENSG00000001167,ENST00000341376,ENSP00000345702,NFYA,NF-YA,P23511,NFYA_HUMAN
ENSG00000120837,ENST00000240055,ENSP00000240055,NFYB,NF-YB,P25208,NFYB_HUMAN
ENSG00000066136,ENST00000447388,ENSP00000404427,NFYC,NF-YC,Q13952,NFYC_HUMAN
ENSG00000171786,ENST00000302101,ENSP00000302189,NHLH1,bHLH,Q02575,HEN1_HUMAN
ENSG00000177551,ENST00000320238,ENSP00000322087,NHLH2,bHLH,Q02577,HEN2_HUMAN
ENSG00000186416,ENST00000688521,ENSP00000508667,NKRF,TF_others,O15226,NKRF_HUMAN
ENSG00000235608,ENST00000422806,ENSP00000407978,NKX1-1,Homeobox,Q15270,NKX11_HUMAN
ENSG00000229544,ENST00000451024,ENSP00000451945,NKX1-2,Homeobox,Q9UD57,NKX12_HUMAN
ENSG00000136352,ENST00000354822,ENSP00000346879,NKX2-1,Homeobox,P43699,NKX21_HUMAN
ENSG00000125820,ENST00000377142,ENSP00000366347,NKX2-2,Homeobox,O95096,NKX22_HUMAN
ENSG00000119919,ENST00000344586,ENSP00000342828,NKX2-3,Homeobox,Q8TAU0,NKX23_HUMAN
ENSG00000125816,ENST00000351817,ENSP00000345147,NKX2-4,Homeobox,Q9H2Z4,NKX24_HUMAN
ENSG00000183072,ENST00000329198,ENSP00000327758,NKX2-5,Homeobox,P52952,NKX25_HUMAN
ENSG00000180053,ENST00000325017,ENSP00000320089,NKX2-6,Homeobox,A6NCS4,NKX26_HUMAN
ENSG00000136327,ENST00000258829,ENSP00000258829,NKX2-8,Homeobox,O15522,NKX28_HUMAN
ENSG00000167034,ENST00000380871,ENSP00000370253,NKX3-1,Homeobox,Q99801,NKX31_HUMAN
ENSG00000109705,ENST00000382438,ENSP00000371875,NKX3-2,Homeobox,P78367,NKX32_HUMAN
ENSG00000163623,ENST00000295886,ENSP00000295886,NKX6-1,Homeobox,P78426,NKX61_HUMAN
ENSG00000148826,ENST00000368592,ENSP00000357581,NKX6-2,Homeobox,Q9C056,NKX62_HUMAN
ENSG00000165066,ENST00000518699,ENSP00000428361,NKX6-3,Homeobox,A6NJ46,NKX63_HUMAN
ENSG00000243678,ENST00000512737,ENSP00000421064,NME2,TF_others,P22392,NDKB_HUMAN
ENSG00000106410,ENST00000467773,ENSP00000419457,NOBOX,Homeobox,O60393,NOBOX_HUMAN
ENSG00000214513,ENST00000398468,ENSP00000381486,NOTO,Homeobox,A8MTQ0,NOTO_HUMAN
ENSG00000130751,ENST00000602212,ENSP00000469142,NPAS1,bHLH,Q99742,NPAS1_HUMAN
ENSG00000170485,ENST00000335681,ENSP00000338283,NPAS2,bHLH,Q99743,NPAS2_HUMAN
ENSG00000151322,ENST00000551492,ENSP00000450392,NPAS3,bHLH,Q8IXF0,NPAS3_HUMAN
ENSG00000174576,ENST00000311034,ENSP00000311196,NPAS4,bHLH,Q8IUM7,NPAS4_HUMAN
ENSG00000169297,ENST00000378970,ENSP00000368253,NR0B1,Miscellaneous,P51843,NR0B1_HUMAN
ENSG00000131910,ENST00000254227,ENSP00000254227,NR0B2,Miscellaneous,Q15466,NR0B2_HUMAN
ENSG00000126368,ENST00000246672,ENSP00000246672,NR1D1,THR-like,P20393,NR1D1_HUMAN
ENSG00000174738,ENST00000312521,ENSP00000310006,NR1D2,THR-like,Q14995,NR1D2_HUMAN
ENSG00000131408,ENST00000253727,ENSP00000253727,NR1H2,THR-like,P55055,NR1H2_HUMAN
ENSG00000025434,ENST00000441012,ENSP00000387946,NR1H3,THR-like,Q13133,NR1H3_HUMAN
ENSG00000012504,ENST00000392986,ENSP00000376712,NR1H4,THR-like,Q96RI1,NR1H4_HUMAN
ENSG00000144852,ENST00000393716,ENSP00000377319,NR1I2,THR-like,O75469,NR1I2_HUMAN
ENSG00000143257,ENST00000367983,ENSP00000356962,NR1I3,THR-like,Q14994,NR1I3_HUMAN
ENSG00000120798,ENST00000333003,ENSP00000333275,NR2C1,RXR-like,P13056,NR2C1_HUMAN
ENSG00000177463,ENST00000425241,ENSP00000388387,NR2C2,RXR-like,P49116,NR2C2_HUMAN
ENSG00000112333,ENST00000368986,ENSP00000357982,NR2E1,RXR-like,Q9Y466,NR2E1_HUMAN
ENSG00000278570,ENST00000617575,ENSP00000482504,NR2E3,RXR-like,Q9Y5X4,NR2E3_HUMAN
ENSG00000175745,ENST00000327111,ENSP00000325819,NR2F1,RXR-like,P10589,COT1_HUMAN
ENSG00000185551,ENST00000394166,ENSP00000377721,NR2F2,RXR-like,P24468,COT2_HUMAN
ENSG00000160113,ENST00000291442,ENSP00000291442,NR2F6,RXR-like,P10588,NR2F6_HUMAN
ENSG00000113580,ENST00000394464,ENSP00000377977,NR3C1,ESR-like,P04150,GCR_HUMAN
ENSG00000151623,ENST00000358102,ENSP00000350815,NR3C2,ESR-like,P08235,MCR_HUMAN
ENSG00000123358,ENST00000394825,ENSP00000378302,NR4A1,NGFIB-like,P22736,NR4A1_HUMAN
ENSG00000153234,ENST00000339562,ENSP00000344479,NR4A2,NGFIB-like,P43354,NR4A2_HUMAN
ENSG00000119508,ENST00000395097,ENSP00000378531,NR4A3,NGFIB-like,Q92570,NR4A3_HUMAN
ENSG00000136931,ENST00000373588,ENSP00000362690,NR5A1,SF-like,Q13285,STF1_HUMAN
ENSG00000116833,ENST00000367362,ENSP00000356331,NR5A2,SF-like,O00482,NR5A2_HUMAN
ENSG00000148200,ENST00000487099,ENSP00000420267,NR6A1,GCNF-like,Q15406,NR6A1_HUMAN
ENSG00000106459,ENST00000393232,ENSP00000376924,NRF1,Nrf1,Q16656,NF2L1_HUMAN
ENSG00000129535,ENST00000561028,ENSP00000454062,NRL,TF_bZIP,P54845,NRL_HUMAN
ENSG00000109685,ENST00000508803,ENSP00000423972,NSD2,HMG,O96028,NSD2_HUMAN
ENSG00000184221,ENST00000382348,ENSP00000371785,OLIG1,bHLH,Q8TAK6,OLIG1_HUMAN
ENSG00000205927,ENST00000382357,ENSP00000371794,OLIG2,bHLH,Q13516,OLIG2_HUMAN
ENSG00000177468,ENST00000367734,ENSP00000356708,OLIG3,bHLH,Q7RTU3,OLIG3_HUMAN
ENSG00000169856,ENST00000305901,ENSP00000302630,ONECUT1,CUT,Q9UBC0,HNF6_HUMAN
ENSG00000119547,ENST00000491143,ENSP00000419185,ONECUT2,CUT,O95948,ONEC2_HUMAN
ENSG00000205922,ENST00000382349,ENSP00000371786,ONECUT3,CUT,O60422,ONEC3_HUMAN
ENSG00000143867,ENST00000272223,ENSP00000272223,OSR1,zf-C2H2,Q8TAX0,OXSR1_HUMAN
ENSG00000164920,ENST00000297565,ENSP00000297565,OSR2,zf-C2H2,Q8N2R0,OSR2_HUMAN
ENSG00000171540,ENST00000306422,ENSP00000302814,OTP,Homeobox,Q5XKR4,OTP_HUMAN
ENSG00000115507,ENST00000282549,ENSP00000282549,OTX1,TF_Otx,P32242,OTX1_HUMAN
ENSG00000165588,ENST00000672264,ENSP00000500115,OTX2,TF_Otx,P32243,OTX2_HUMAN
ENSG00000172818,ENST00000335987,ENSP00000337862,OVOL1,zf-C2H2,O14753,OVOL1_HUMAN
ENSG00000125850,ENST00000278780,ENSP00000278780,OVOL2,zf-C2H2,Q9BRP0,OVOL2_HUMAN
ENSG00000105261,ENST00000633214,ENSP00000487603,OVOL3,zf-C2H2,O00110,OVOL3_HUMAN
ENSG00000059378,ENST00000263549,ENSP00000263549,PARP12,TF_others,Q9H0J9,PAR12_HUMAN
ENSG00000100105,ENST00000266269,ENSP00000266269,PATZ1,ZBTB,Q9HBE1,PATZ1_HUMAN
ENSG00000177425,ENST00000328827,ENSP00000328088,PAWR,0,Q96IZ0,PAWR_HUMAN
ENSG00000125813,ENST00000613128,ENSP00000481334,PAX1,PAX,P15863,PAX1_HUMAN
ENSG00000075891,ENST00000355243,ENSP00000347385,PAX2,PAX,Q02962,PAX2_HUMAN
ENSG00000135903,ENST00000392070,ENSP00000375922,PAX3,PAX,P23760,PAX3_HUMAN
ENSG00000106331,ENST00000639438,ENSP00000491782,PAX4,PAX,O43316,PAX4_HUMAN
ENSG00000196092,ENST00000358127,ENSP00000350844,PAX5,PAX,Q02548,PAX5_HUMAN
ENSG00000007372,ENST00000640368,ENSP00000492024,PAX6,PAX,P26367,PAX6_HUMAN
ENSG00000009709,ENST00000420770,ENSP00000403389,PAX7,PAX,P23759,PAX7_HUMAN
ENSG00000125618,ENST00000429538,ENSP00000395498,PAX8,PAX,Q06710,PAX8_HUMAN
ENSG00000198807,ENST00000361487,ENSP00000355245,PAX9,PAX,P55771,PAX9_HUMAN
ENSG00000159086,ENST00000331923,ENSP00000328992,PAXBP1,GCFC,Q9Y5B6,PAXB1_HUMAN
ENSG00000163939,ENST00000296302,ENSP00000296302,PBRM1,HMG,Q86U86,PB1_HUMAN
ENSG00000185630,ENST00000420696,ENSP00000405890,PBX1,Homeobox,P40424,PBX1_HUMAN
ENSG00000204304,ENST00000375050,ENSP00000364190,PBX2,Homeobox,P40425,PBX2_HUMAN
ENSG00000167081,ENST00000373489,ENSP00000362588,PBX3,Homeobox,P40426,PBX3_HUMAN
ENSG00000105717,ENST00000251203,ENSP00000251203,PBX4,Homeobox,Q9BYU1,PBX4_HUMAN
ENSG00000139515,ENST00000381033,ENSP00000370421,PDX1,Homeobox,P52945,ODPX_HUMAN
ENSG00000198300,ENST00000326441,ENSP00000326581,PEG3,zf-C2H2,Q9GZU2,PEG3_HUMAN
ENSG00000082175,ENST00000325455,ENSP00000325120,PGR,ESR-like,P06401,PRGR_HUMAN
ENSG00000167085,ENST00000300408,ENSP00000300408,PHB,TF_others,P35232,PHB1_HUMAN
ENSG00000165462,ENST00000298231,ENSP00000298231,PHOX2A,Homeobox,O14813,PHX2A_HUMAN
ENSG00000109132,ENST00000226382,ENSP00000226382,PHOX2B,Homeobox,Q99453,PHX2B_HUMAN
ENSG00000116793,ENST00000369604,ENSP00000358617,PHTF1,TF_others,Q9UMS5,PHTF1_HUMAN
ENSG00000033800,ENST00000249636,ENSP00000249636,PIAS1,zf-MIZ,O75925,PIAS1_HUMAN
ENSG00000078043,ENST00000585916,ENSP00000465676,PIAS2,zf-MIZ,O75928,PIAS2_HUMAN
ENSG00000131788,ENST00000393045,ENSP00000376765,PIAS3,zf-MIZ,Q9Y6X2,PIAS3_HUMAN
ENSG00000105229,ENST00000262971,ENSP00000262971,PIAS4,zf-MIZ,Q8N2W9,PIAS4_HUMAN
ENSG00000258724,ENST00000554914,ENSP00000451145,PINX1,HMG,Q96BK5,PINX1_HUMAN
ENSG00000069011,ENST00000265340,ENSP00000265340,PITX1,Homeobox,P78337,PITX1_HUMAN
ENSG00000164093,ENST00000644743,ENSP00000495061,PITX2,Homeobox,Q99697,PITX2_HUMAN
ENSG00000107859,ENST00000370002,ENSP00000359019,PITX3,Homeobox,O75364,PITX3_HUMAN
ENSG00000160199,ENST00000291547,ENSP00000291547,PKNOX1,Homeobox,P55347,PKNX1_HUMAN
ENSG00000165495,ENST00000298282,ENSP00000298282,PKNOX2,Homeobox,Q96KN3,PKNX2_HUMAN
ENSG00000181690,ENST00000316981,ENSP00000325546,PLAG1,zf-C2H2,Q6DJT9,PLAG1_HUMAN
ENSG00000118495,ENST00000674357,ENSP00000501459,PLAGL1,zf-C2H2,Q9UM63,PLAL1_HUMAN
ENSG00000126003,ENST00000246229,ENSP00000246229,PLAGL2,zf-C2H2,Q9UPG8,PLAL2_HUMAN
ENSG00000115956,ENST00000234313,ENSP00000234313,PLEK,TF_others,P08567,PLEK_HUMAN
ENSG00000188313,ENST00000342435,ENSP00000345494,PLSCR1,TF_others,O15162,PLS1_HUMAN
ENSG00000064933,ENST00000441310,ENSP00000406490,PMS1,HMG,P54277,PMS1_HUMAN
ENSG00000064835,ENST00000350375,ENSP00000263781,POU1F1,Pou,P28069,PIT1_HUMAN
ENSG00000143190,ENST00000367866,ENSP00000356840,POU2F1,Pou,P14859,PO2F1_HUMAN
ENSG00000028277,ENST00000692977,ENSP00000509972,POU2F2,Pou,P09086,PO2F2_HUMAN
ENSG00000137709,ENST00000543440,ENSP00000441687,POU2F3,Pou,Q9UKI9,PO2F3_HUMAN
ENSG00000185668,ENST00000373012,ENSP00000362103,POU3F1,Pou,Q03052,PO3F1_HUMAN
ENSG00000184486,ENST00000328345,ENSP00000329170,POU3F2,Pou,P20265,PO3F2_HUMAN
ENSG00000198914,ENST00000361360,ENSP00000355001,POU3F3,Pou,P20264,PO3F3_HUMAN
ENSG00000196767,ENST00000644024,ENSP00000495996,POU3F4,Pou,P49335,PO3F4_HUMAN
ENSG00000152192,ENST00000377208,ENSP00000366413,POU4F1,Pou,Q01851,PO4F1_HUMAN
ENSG00000151615,ENST00000281321,ENSP00000281321,POU4F2,Pou,Q12837,PO4F2_HUMAN
ENSG00000091010,ENST00000646991,ENSP00000495718,POU4F3,Pou,Q15319,PO4F3_HUMAN
ENSG00000204531,ENST00000259915,ENSP00000259915,POU5F1,Pou,Q01860,PO5F1_HUMAN
ENSG00000212993,ENST00000465342,ENSP00000419298,POU5F1B,Pou,Q06416,P5F1B_HUMAN
ENSG00000248483,ENST00000606183,ENSP00000489796,POU5F2,Pou,Q8N7G0,PO5F2_HUMAN
ENSG00000184271,ENST00000333640,ENSP00000330190,POU6F1,Pou,Q14863,PO6F1_HUMAN
ENSG00000106536,ENST00000518318,ENSP00000430514,POU6F2,Pou,P78424,PO6F2_HUMAN
ENSG00000186951,ENST00000407236,ENSP00000385523,PPARA,THR-like,Q07869,PPARA_HUMAN
ENSG00000112033,ENST00000360694,ENSP00000353916,PPARD,THR-like,Q03181,PPARD_HUMAN
ENSG00000132170,ENST00000651735,ENSP00000498313,PPARG,THR-like,P37231,PPARG_HUMAN
ENSG00000057657,ENST00000369096,ENSP00000358092,PRDM1,zf-C2H2,O75626,PRDM1_HUMAN
ENSG00000170325,ENST00000360871,ENSP00000354118,PRDM10,zf-C2H2,Q9NQV6,PRD10_HUMAN
ENSG00000019485,ENST00000683152,ENSP00000507575,PRDM11,TF_others,Q9NQV5,PRD11_HUMAN
ENSG00000130711,ENST00000253008,ENSP00000253008,PRDM12,zf-C2H2,Q9H4Q4,PRD12_HUMAN
ENSG00000112238,ENST00000369215,ENSP00000358217,PRDM13,zf-C2H2,Q9H4Q3,PRD13_HUMAN
ENSG00000147596,ENST00000276594,ENSP00000276594,PRDM14,zf-C2H2,Q9GZV8,PRD14_HUMAN
ENSG00000141956,ENST00000398548,ENSP00000381556,PRDM15,zf-C2H2,P57071,PRD15_HUMAN
ENSG00000142611,ENST00000270722,ENSP00000270722,PRDM16,zf-C2H2,Q9HAZ2,PRD16_HUMAN
ENSG00000116731,ENST00000311066,ENSP00000312352,PRDM2,zf-C2H2,Q13029,PRDM2_HUMAN
ENSG00000110851,ENST00000228437,ENSP00000228437,PRDM4,zf-C2H2,Q9UKN5,PRDM4_HUMAN
ENSG00000138738,ENST00000264808,ENSP00000264808,PRDM5,zf-C2H2,Q9NQX1,PRDM5_HUMAN
ENSG00000061455,ENST00000407847,ENSP00000384725,PRDM6,zf-C2H2,Q9NQX0,PRDM6_HUMAN
ENSG00000152784,ENST00000415738,ENSP00000406998,PRDM8,zf-C2H2,Q9NQV8,PRDM8_HUMAN
ENSG00000164256,ENST00000296682,ENSP00000296682,PRDM9,zf-C2H2,Q9NQV7,PRDM9_HUMAN
ENSG00000138073,ENST00000260643,ENSP00000260643,PREB,TF_others,Q9HCU5,PREB_HUMAN
ENSG00000175325,ENST00000308304,ENSP00000311290,PROP1,Homeobox,O75360,PROP1_HUMAN
ENSG00000117707,ENST00000366958,ENSP00000355925,PROX1,HPD,Q92786,PROX1_HUMAN
ENSG00000119608,ENST00000556489,ENSP00000451223,PROX2,HPD,Q3B8N5,PROX2_HUMAN
ENSG00000116132,ENST00000239461,ENSP00000239461,PRRX1,Homeobox,P54821,PRRX1_HUMAN
ENSG00000167157,ENST00000372469,ENSP00000361547,PRRX2,Homeobox,Q99811,PRRX2_HUMAN
ENSG00000168267,ENST00000376504,ENSP00000365687,PTF1A,bHLH,Q7RTS3,PTF1A_HUMAN
ENSG00000185129,ENST00000331327,ENSP00000332706,PURA,TF_others,Q00577,PURA_HUMAN
ENSG00000146676,ENST00000395699,ENSP00000379051,PURB,TF_others,Q96QR8,PURB_HUMAN
ENSG00000172733,ENST00000523392,ENSP00000466881,PURG,TF_others,Q9UJV8,PURG_HUMAN
ENSG00000166349,ENST00000299440,ENSP00000299440,RAG1,TF_others,P15918,RAG1_HUMAN
ENSG00000131759,ENST00000254066,ENSP00000254066,RARA,THR-like,P10276,RARA_HUMAN
ENSG00000077092,ENST00000330688,ENSP00000332296,RARB,THR-like,P10826,RARB_HUMAN
ENSG00000172819,ENST00000425354,ENSP00000388510,RARG,THR-like,P13631,RARG_HUMAN
ENSG00000134438,ENST00000334889,ENSP00000334813,RAX,Homeobox,Q9Y2V3,PRKRA_HUMAN
ENSG00000173976,ENST00000555633,ENSP00000450456,RAX2,Homeobox,Q96IS3,RAX2_HUMAN
ENSG00000146587,ENST00000396912,ENSP00000380120,RBAK,zf-C2H2,Q9NYW8,RBAK_HUMAN
ENSG00000125826,ENST00000356286,ENSP00000348632,RBCK1,TF_others,Q9BYM8,HOIL1_HUMAN
